Accident_ID,City,Condition,Severity,Day_of_Week,Hour,Injuries,Fatalities
1248,Los Angeles,Fog,2,Thursday,7,3,0
1249,Phoenix,Thunderstorm,2,Friday,6,2,0
1250,Houston,Thunderstorm,3,Saturday,0,3,0
1251,Houston,Fog,2,Monday,3,1,0
1252,Chicago,Rain,4,Wednesday,10,0,0
1253,Los Angeles,Fog,4,Tuesday,19,2,0
1254,Houston,Fog,1,Tuesday,6,0,0
1255,Chicago,Snow,2,Wednesday,17,0,0
1256,Phoenix,Thunderstorm,1,Monday,3,2,1
1257,Houston,Snow,1,Tuesday,16,2,0
1258,Chicago,Snow,2,Wednesday,10,3,0
1259,Chicago,Fog,4,Sunday,10,2,1
1260,New York,Snow,3,Tuesday,19,2,0
1261,Phoenix,Thunderstorm,1,Friday,10,3,0
1262,New York,Snow,1,Friday,14,1,0
1263,Los Angeles,Thunderstorm,2,Tuesday,13,2,0
1264,New York,Snow,2,Sunday,16,2,0
1265,New York,Thunderstorm,1,Tuesday,1,3,0
1266,Houston,Snow,3,Friday,17,2,0
1267,Chicago,Snow,4,Sunday,15,3,0
1268,Phoenix,Rain,2,Tuesday,11,3,0
1269,New York,Thunderstorm,3,Sunday,9,2,0
1270,Phoenix,Thunderstorm,1,Monday,15,0,0
1271,New York,Thunderstorm,3,Monday,2,3,0
1272,Los Angeles,Clear,2,Thursday,7,3,0
1273,New York,Snow,1,Monday,21,3,1
1274,Houston,Thunderstorm,4,Saturday,21,2,0
1275,Chicago,Clear,2,Sunday,23,2,0
1276,Los Angeles,Rain,3,Saturday,1,2,0
1277,New York,Thunderstorm,1,Saturday,21,3,0
1278,Phoenix,Thunderstorm,1,Tuesday,0,2,0
1279,Los Angeles,Clear,1,Tuesday,13,1,0
1280,Los Angeles,Snow,2,Wednesday,3,3,0
1281,New York,Rain,2,Sunday,3,2,0
1282,Los Angeles,Thunderstorm,1,Saturday,8,2,0
1283,Phoenix,Snow,2,Saturday,2,2,0
1284,Los Angeles,Rain,2,Monday,4,3,0
1285,Phoenix,Fog,3,Friday,0,0,0
1286,New York,Fog,2,Sunday,21,0,0
1287,Chicago,Rain,4,Friday,18,1,0
1288,Los Angeles,Clear,2,Sunday,0,1,0
1289,Chicago,Rain,2,Sunday,9,1,1
1290,Phoenix,Rain,1,Thursday,21,7,0
1291,Los Angeles,Clear,1,Wednesday,11,1,0
1292,Houston,Clear,1,Friday,9,1,1
1293,Chicago,Snow,2,Thursday,1,2,0
1294,Los Angeles,Snow,1,Monday,15,2,0
1295,Chicago,Clear,1,Wednesday,7,0,0
1296,Los Angeles,Fog,3,Wednesday,13,5,0
1297,New York,Fog,1,Saturday,14,1,0
1298,Chicago,Rain,1,Sunday,15,1,0
1299,Houston,Thunderstorm,1,Sunday,10,5,0
1300,Houston,Rain,3,Tuesday,11,2,0
1301,Phoenix,Rain,1,Sunday,1,2,0
1302,Los Angeles,Thunderstorm,2,Sunday,3,1,0
1303,Chicago,Clear,2,Sunday,2,2,0
1304,Phoenix,Fog,2,Saturday,8,1,0
1305,Chicago,Rain,2,Monday,17,4,0
1306,Los Angeles,Thunderstorm,3,Sunday,18,2,0
1307,Houston,Snow,1,Saturday,6,0,0
1308,New York,Rain,1,Wednesday,3,2,0
1309,Houston,Fog,1,Saturday,5,2,0
1310,Phoenix,Clear,1,Sunday,18,2,0
1311,New York,Rain,1,Thursday,0,2,0
1312,Phoenix,Rain,1,Saturday,15,0,0
1313,Los Angeles,Thunderstorm,2,Friday,10,2,0
1314,New York,Snow,2,Monday,21,2,0
1315,Phoenix,Snow,1,Monday,3,1,0
1316,Los Angeles,Clear,3,Wednesday,17,0,0
1317,Houston,Fog,1,Saturday,22,1,0
1318,Los Angeles,Clear,1,Wednesday,4,0,0
1319,Chicago,Rain,2,Wednesday,21,3,0
1320,Los Angeles,Rain,1,Thursday,5,3,0
1321,Los Angeles,Snow,1,Tuesday,1,3,0
1322,Chicago,Fog,2,Wednesday,11,1,0
1323,Phoenix,Thunderstorm,4,Tuesday,21,0,0
1324,Phoenix,Fog,3,Tuesday,8,3,0
1325,Los Angeles,Rain,1,Monday,19,2,0
1326,Chicago,Thunderstorm,3,Friday,11,0,0
1327,Chicago,Fog,3,Friday,12,4,0
1328,Houston,Fog,2,Saturday,21,3,0
1329,Phoenix,Thunderstorm,3,Thursday,22,1,0
1330,New York,Rain,2,Thursday,16,1,0
1331,Phoenix,Fog,1,Friday,4,2,0
1332,Phoenix,Thunderstorm,2,Saturday,19,1,0
1333,Houston,Rain,2,Sunday,12,1,0
1334,New York,Thunderstorm,2,Friday,12,2,0
1335,Houston,Thunderstorm,2,Saturday,9,2,0
1336,New York,Fog,4,Saturday,14,4,0
1337,Los Angeles,Rain,4,Saturday,14,0,0
1338,New York,Fog,3,Saturday,17,3,0
1339,Houston,Clear,3,Monday,17,2,0
1340,Phoenix,Clear,4,Monday,1,1,0
1341,New York,Rain,1,Friday,22,1,0
1342,New York,Thunderstorm,1,Saturday,10,5,0
1343,Chicago,Fog,2,Wednesday,12,2,0
1344,Phoenix,Fog,3,Saturday,10,4,1
1345,Los Angeles,Rain,2,Wednesday,3,2,0
1346,Houston,Rain,3,Monday,14,4,0
1347,Los Angeles,Clear,1,Saturday,21,2,0
1348,Phoenix,Snow,1,Tuesday,22,0,0
1349,New York,Rain,3,Friday,10,1,0
1350,New York,Snow,1,Saturday,17,0,0
1351,Phoenix,Rain,1,Thursday,15,1,1
1352,New York,Thunderstorm,1,Wednesday,9,1,0
1353,New York,Thunderstorm,1,Sunday,11,2,0
1354,New York,Clear,3,Sunday,12,1,0
1355,Houston,Clear,1,Saturday,8,1,0
1356,Houston,Snow,2,Tuesday,20,1,0
1357,Chicago,Rain,1,Wednesday,12,2,0
1358,Los Angeles,Fog,3,Tuesday,5,3,0
1359,Phoenix,Clear,1,Sunday,5,1,0
1360,Phoenix,Fog,2,Friday,10,0,0
1361,Phoenix,Fog,3,Sunday,18,3,0
1362,Chicago,Rain,1,Friday,10,3,0
1363,Houston,Snow,3,Friday,9,5,0
1364,Chicago,Rain,2,Monday,22,2,0
1365,Phoenix,Clear,2,Sunday,14,2,0
1366,Los Angeles,Fog,1,Sunday,12,4,0
1367,New York,Rain,4,Tuesday,22,1,0
1368,Houston,Rain,3,Saturday,7,2,0
1369,Houston,Rain,1,Thursday,4,2,0
1370,Chicago,Clear,1,Thursday,1,1,0
1371,Houston,Snow,3,Friday,15,0,0
1372,Phoenix,Rain,2,Thursday,12,3,0
1373,Phoenix,Clear,3,Wednesday,18,5,0
1374,Chicago,Fog,2,Tuesday,8,2,0
1375,Phoenix,Thunderstorm,3,Tuesday,14,2,0
1376,Los Angeles,Clear,1,Tuesday,5,2,0
1377,Chicago,Thunderstorm,1,Wednesday,7,3,0
1378,Los Angeles,Rain,2,Saturday,23,4,0
1379,New York,Rain,4,Monday,13,0,0
1380,Los Angeles,Clear,1,Wednesday,4,1,0
1381,New York,Thunderstorm,2,Tuesday,16,0,0
1382,New York,Rain,2,Tuesday,21,3,0
1383,Los Angeles,Fog,2,Sunday,6,0,0
1384,Chicago,Snow,3,Tuesday,8,2,0
1385,Phoenix,Snow,3,Saturday,15,6,1
1386,Phoenix,Rain,1,Thursday,17,2,0
1387,New York,Thunderstorm,4,Monday,12,2,0
1388,New York,Rain,3,Wednesday,17,0,0
1389,Chicago,Thunderstorm,3,Tuesday,9,1,0
1390,Houston,Fog,2,Sunday,0,0,0
1391,Los Angeles,Thunderstorm,3,Sunday,20,3,0
1392,New York,Rain,1,Friday,17,1,0
1393,Phoenix,Fog,1,Monday,18,3,0
1394,Chicago,Clear,3,Sunday,1,2,0
1395,Los Angeles,Snow,1,Friday,3,0,0
1396,Chicago,Rain,1,Monday,10,3,0
1397,Los Angeles,Rain,3,Tuesday,2,2,0
1398,Los Angeles,Rain,3,Monday,8,4,0
1399,New York,Fog,1,Monday,9,1,0
1400,Chicago,Clear,3,Tuesday,1,0,0
1401,Chicago,Thunderstorm,2,Saturday,6,3,0
1402,Phoenix,Clear,2,Sunday,14,1,0
1403,Phoenix,Fog,3,Friday,18,1,0
1404,New York,Rain,2,Saturday,9,1,0
1405,New York,Snow,1,Friday,23,1,0
1406,Houston,Rain,1,Thursday,19,2,0
1407,Phoenix,Thunderstorm,2,Sunday,13,2,0
1408,Los Angeles,Snow,2,Friday,3,1,0
1409,Chicago,Rain,3,Friday,10,1,0
1410,New York,Snow,3,Monday,2,1,0
1411,Chicago,Clear,2,Thursday,22,2,0
1412,Chicago,Fog,3,Tuesday,16,2,0
1413,Houston,Rain,1,Tuesday,6,2,0
1414,Phoenix,Thunderstorm,1,Wednesday,10,3,0
1415,New York,Clear,3,Thursday,17,7,0
1416,Chicago,Rain,1,Monday,13,2,0
1417,New York,Clear,1,Wednesday,13,4,0
1418,Los Angeles,Thunderstorm,2,Wednesday,5,3,0
1419,Houston,Rain,2,Tuesday,8,4,0
1420,Los Angeles,Thunderstorm,3,Friday,21,2,0
1421,New York,Snow,1,Monday,2,2,0
1422,New York,Thunderstorm,1,Thursday,16,5,1
1423,Phoenix,Snow,1,Wednesday,11,1,0
1424,Chicago,Rain,2,Monday,3,3,0
1425,Chicago,Snow,1,Tuesday,19,5,0
1426,Los Angeles,Rain,2,Wednesday,15,3,0
1427,Houston,Rain,3,Wednesday,23,1,0
1428,Chicago,Fog,4,Saturday,9,3,0
1429,Phoenix,Rain,1,Tuesday,6,0,0
1430,Los Angeles,Snow,2,Saturday,9,3,0
1431,Los Angeles,Fog,2,Tuesday,6,1,0
1432,Phoenix,Fog,4,Tuesday,22,1,0
1433,Houston,Rain,4,Saturday,17,1,0
1434,Phoenix,Thunderstorm,1,Sunday,8,4,1
1435,Houston,Thunderstorm,3,Monday,21,2,0
1436,Phoenix,Fog,1,Monday,17,1,0
1437,Phoenix,Rain,1,Sunday,16,2,1
1438,New York,Thunderstorm,1,Monday,10,0,0
1439,Los Angeles,Rain,2,Friday,0,4,0
1440,Phoenix,Rain,2,Wednesday,16,3,0
1441,Phoenix,Fog,1,Monday,3,3,0
1442,Chicago,Fog,2,Friday,3,5,0
1443,Los Angeles,Clear,1,Wednesday,13,3,0
1444,Chicago,Thunderstorm,2,Monday,8,1,0
1445,Los Angeles,Thunderstorm,1,Tuesday,12,3,0
1446,Chicago,Thunderstorm,1,Sunday,15,1,0
1447,Phoenix,Snow,2,Thursday,0,4,0
1448,Phoenix,Rain,1,Monday,2,3,0
1449,New York,Fog,2,Thursday,18,0,0
1450,Chicago,Thunderstorm,1,Monday,7,5,0
1451,Houston,Clear,2,Tuesday,17,3,0
1452,New York,Thunderstorm,1,Sunday,5,3,0
1453,Chicago,Rain,2,Sunday,19,7,0
1454,Chicago,Rain,3,Thursday,5,1,0
1455,New York,Fog,1,Friday,4,2,0
1456,Phoenix,Snow,2,Tuesday,11,2,0
1457,Chicago,Fog,1,Thursday,8,4,0
1458,Phoenix,Thunderstorm,2,Thursday,8,2,0
1459,New York,Clear,1,Saturday,16,1,0
1460,Phoenix,Fog,2,Saturday,18,2,0
1461,Los Angeles,Snow,2,Tuesday,16,2,0
1462,Houston,Fog,4,Tuesday,21,1,0
1463,Chicago,Rain,2,Tuesday,15,1,0
1464,Houston,Thunderstorm,2,Wednesday,11,2,0
1465,Phoenix,Thunderstorm,2,Friday,2,3,0
1466,Chicago,Thunderstorm,4,Monday,13,1,0
1467,Phoenix,Thunderstorm,3,Saturday,16,3,0
1468,Los Angeles,Thunderstorm,1,Sunday,21,3,0
1469,New York,Thunderstorm,3,Sunday,15,1,0
1470,Chicago,Clear,2,Thursday,20,3,0
1471,Los Angeles,Snow,3,Saturday,11,1,0
1472,Los Angeles,Thunderstorm,3,Monday,23,4,0
1473,Chicago,Snow,1,Tuesday,1,1,0
1474,Phoenix,Thunderstorm,3,Sunday,7,1,0
1475,Los Angeles,Fog,1,Saturday,11,2,0
1476,Houston,Thunderstorm,1,Friday,20,1,0
1477,Los Angeles,Rain,1,Friday,15,3,0
1478,Phoenix,Clear,3,Wednesday,7,2,0
1479,Phoenix,Fog,1,Saturday,15,2,0
1480,Houston,Fog,1,Tuesday,9,1,0
1481,Los Angeles,Rain,3,Thursday,19,0,0
1482,Phoenix,Thunderstorm,1,Wednesday,14,2,0
1483,Chicago,Clear,1,Tuesday,3,1,0
1484,New York,Fog,1,Wednesday,14,2,0
1485,New York,Clear,1,Saturday,3,4,0
1486,New York,Fog,2,Monday,10,3,0
1487,Los Angeles,Thunderstorm,1,Sunday,5,0,0
1488,Houston,Fog,4,Saturday,3,4,0
1489,Phoenix,Fog,3,Tuesday,8,0,0
1490,Chicago,Snow,1,Thursday,8,7,0
1491,Chicago,Thunderstorm,1,Thursday,2,0,0
1492,Los Angeles,Rain,2,Tuesday,22,2,0
1493,New York,Rain,2,Wednesday,4,4,0
1494,Los Angeles,Thunderstorm,1,Friday,14,2,1
1495,Houston,Rain,1,Tuesday,8,3,0
1496,Houston,Thunderstorm,3,Sunday,1,4,0
1497,Phoenix,Rain,1,Saturday,2,5,0
1498,Phoenix,Snow,1,Thursday,20,2,0
1499,Houston,Rain,3,Monday,11,3,0
1500,Houston,Fog,2,Thursday,15,4,0
1501,Houston,Thunderstorm,1,Friday,4,4,0
1502,Los Angeles,Clear,2,Thursday,9,3,0
1503,Houston,Clear,1,Friday,14,2,0
1504,Chicago,Thunderstorm,3,Sunday,13,1,0
1505,New York,Snow,2,Tuesday,13,2,1
1506,Houston,Rain,3,Thursday,22,2,0
1507,New York,Snow,4,Wednesday,12,4,0
1508,Los Angeles,Clear,4,Saturday,15,0,0
1509,New York,Thunderstorm,4,Wednesday,7,6,0
1510,Los Angeles,Thunderstorm,2,Saturday,7,1,0
1511,Chicago,Snow,1,Thursday,16,2,0
1512,Los Angeles,Snow,2,Sunday,16,1,0
1513,Los Angeles,Rain,2,Thursday,2,0,0
1514,Phoenix,Fog,3,Saturday,0,1,0
1515,Houston,Fog,1,Sunday,16,1,0
1516,Houston,Rain,4,Monday,23,1,0
1517,Chicago,Fog,3,Sunday,15,3,0
1518,Chicago,Clear,4,Thursday,16,1,0
1519,Houston,Fog,3,Monday,1,5,0
1520,Phoenix,Rain,1,Monday,13,4,1
1521,Houston,Fog,1,Saturday,6,4,0
1522,Phoenix,Thunderstorm,1,Monday,18,1,1
1523,Chicago,Snow,1,Monday,0,3,0
1524,New York,Clear,2,Tuesday,16,3,0
1525,Chicago,Thunderstorm,3,Sunday,9,4,0
1526,Chicago,Thunderstorm,3,Wednesday,5,0,0
1527,Los Angeles,Rain,2,Monday,6,1,0
1528,Los Angeles,Snow,1,Wednesday,5,1,0
1529,Los Angeles,Snow,1,Monday,4,0,0
1530,Los Angeles,Clear,1,Wednesday,1,3,0
1531,Phoenix,Rain,1,Thursday,17,1,0
1532,Houston,Clear,2,Thursday,23,3,0
1533,New York,Fog,1,Wednesday,16,6,0
1534,Chicago,Thunderstorm,1,Sunday,23,1,0
1535,Phoenix,Clear,1,Monday,22,1,0
1536,New York,Thunderstorm,2,Tuesday,6,7,1
1537,Phoenix,Rain,2,Sunday,20,2,0
1538,Phoenix,Fog,2,Wednesday,18,1,0
1539,Chicago,Rain,2,Sunday,6,1,0
1540,Houston,Fog,4,Friday,22,3,0
1541,Los Angeles,Fog,1,Tuesday,6,3,0
1542,Houston,Thunderstorm,2,Friday,15,0,1
1543,Chicago,Rain,3,Wednesday,11,0,0
1544,Chicago,Rain,2,Monday,14,2,1
1545,Chicago,Clear,4,Sunday,14,2,0
1546,New York,Rain,1,Sunday,10,2,0
1547,Houston,Clear,2,Friday,1,1,0
1548,Houston,Snow,1,Sunday,2,3,0
1549,Phoenix,Snow,2,Wednesday,18,1,0
1550,Phoenix,Snow,1,Tuesday,19,2,0
1551,Phoenix,Rain,1,Monday,14,3,0
1552,Chicago,Rain,2,Friday,15,0,0
1553,Houston,Clear,2,Sunday,0,2,0
1554,Chicago,Fog,1,Wednesday,14,2,0
1555,New York,Clear,2,Monday,11,0,0
1556,Phoenix,Snow,2,Monday,6,1,0
1557,Chicago,Clear,1,Thursday,6,1,0
1558,Chicago,Fog,2,Monday,10,1,0
1559,New York,Rain,3,Wednesday,19,2,0
1560,Los Angeles,Clear,2,Tuesday,10,4,0
1561,Houston,Snow,1,Saturday,16,0,0
1562,Los Angeles,Snow,1,Thursday,2,3,0
1563,Phoenix,Rain,2,Wednesday,15,1,0
1564,Chicago,Clear,4,Wednesday,4,1,0
1565,New York,Fog,2,Wednesday,1,0,0
1566,New York,Rain,1,Friday,22,1,0
1567,Houston,Clear,2,Sunday,6,1,0
1568,Los Angeles,Thunderstorm,3,Friday,9,1,0
1569,Houston,Snow,1,Tuesday,4,1,0
1570,Chicago,Fog,4,Wednesday,14,1,0
1571,Houston,Fog,4,Sunday,11,2,0
1572,New York,Fog,1,Friday,9,4,0
1573,New York,Snow,4,Friday,21,6,0
1574,Phoenix,Clear,1,Friday,16,1,0
1575,Phoenix,Rain,3,Tuesday,19,1,0
1576,Chicago,Clear,2,Tuesday,19,2,0
1577,Los Angeles,Rain,2,Wednesday,10,1,0
1578,Houston,Fog,2,Thursday,7,0,1
1579,Chicago,Clear,3,Wednesday,14,1,0
1580,Phoenix,Fog,1,Friday,1,2,0
1581,Houston,Thunderstorm,2,Saturday,16,0,0
1582,Phoenix,Fog,1,Sunday,22,1,0
1583,Houston,Fog,1,Friday,5,2,0
1584,Los Angeles,Rain,1,Monday,20,2,0
1585,Chicago,Thunderstorm,2,Saturday,12,5,0
1586,Houston,Fog,1,Saturday,7,0,1
1587,New York,Fog,1,Sunday,10,2,0
1588,New York,Thunderstorm,1,Wednesday,14,3,0
1589,Houston,Thunderstorm,1,Friday,12,1,0
1590,Houston,Clear,2,Friday,17,1,0
1591,Houston,Rain,4,Thursday,17,4,0
1592,New York,Thunderstorm,1,Monday,16,1,0
1593,New York,Thunderstorm,4,Wednesday,21,3,0
1594,Houston,Snow,3,Tuesday,12,2,0
1595,Phoenix,Thunderstorm,2,Wednesday,2,4,0
1596,Phoenix,Rain,2,Saturday,20,3,0
1597,Los Angeles,Fog,3,Wednesday,23,3,0
1598,Chicago,Fog,1,Thursday,6,6,0
1599,Phoenix,Fog,2,Wednesday,11,2,0
1600,New York,Fog,2,Thursday,3,3,0
1601,Phoenix,Snow,2,Saturday,23,0,0
1602,Los Angeles,Thunderstorm,3,Thursday,10,1,0
1603,Los Angeles,Fog,1,Sunday,13,3,0
1604,Chicago,Clear,2,Sunday,17,3,0
1605,Phoenix,Fog,2,Friday,6,0,0
1606,New York,Thunderstorm,1,Tuesday,4,3,0
1607,New York,Fog,1,Saturday,15,2,0
1608,Houston,Snow,2,Thursday,10,5,0
1609,New York,Rain,3,Monday,21,4,0
1610,Chicago,Rain,2,Saturday,2,2,0
1611,Chicago,Thunderstorm,3,Monday,15,1,0
1612,New York,Rain,2,Tuesday,10,1,0
1613,New York,Rain,1,Thursday,9,1,0
1614,Houston,Clear,1,Saturday,22,3,0
1615,New York,Thunderstorm,1,Saturday,22,2,0
1616,Houston,Thunderstorm,1,Tuesday,1,0,0
1617,Houston,Rain,1,Friday,15,0,0
1618,New York,Rain,3,Monday,16,2,0
1619,Los Angeles,Rain,3,Saturday,9,1,0
1620,Los Angeles,Snow,1,Wednesday,17,3,0
1621,Houston,Fog,1,Monday,11,3,0
1622,New York,Snow,1,Thursday,7,0,0
1623,Los Angeles,Thunderstorm,2,Tuesday,2,5,0
1624,New York,Clear,1,Monday,19,2,0
1625,New York,Fog,1,Wednesday,23,1,1
1626,New York,Clear,4,Sunday,2,2,0
1627,Phoenix,Thunderstorm,3,Wednesday,5,1,0
1628,New York,Thunderstorm,1,Tuesday,1,3,0
1629,Phoenix,Clear,2,Tuesday,2,3,0
1630,Houston,Clear,1,Sunday,16,0,0
1631,Los Angeles,Clear,3,Monday,8,4,0
1632,Los Angeles,Thunderstorm,2,Thursday,3,1,0
1633,Los Angeles,Rain,1,Friday,21,1,0
1634,Los Angeles,Clear,3,Wednesday,22,0,0
1635,Los Angeles,Fog,1,Tuesday,1,5,0
1636,Los Angeles,Thunderstorm,1,Friday,23,2,0
1637,Los Angeles,Snow,1,Friday,8,0,0
1638,Houston,Snow,2,Friday,13,3,0
1639,New York,Fog,1,Thursday,10,3,0
1640,Chicago,Rain,1,Tuesday,1,3,0
1641,Phoenix,Clear,1,Wednesday,20,2,1
1642,Chicago,Thunderstorm,1,Tuesday,1,2,0
1643,Chicago,Clear,3,Monday,4,1,0
1644,New York,Thunderstorm,1,Wednesday,6,3,0
1645,New York,Snow,1,Tuesday,21,1,0
1646,New York,Clear,2,Wednesday,3,3,0
1647,Los Angeles,Fog,3,Monday,13,0,0
1648,Houston,Rain,3,Saturday,1,3,0
1649,Los Angeles,Fog,2,Wednesday,22,0,0
1650,Houston,Rain,1,Saturday,11,2,0
1651,Houston,Clear,3,Friday,9,3,0
1652,Chicago,Clear,2,Sunday,0,1,0
1653,Chicago,Rain,1,Thursday,18,0,0
1654,Houston,Snow,4,Monday,22,3,0
1655,Houston,Thunderstorm,1,Wednesday,15,3,0
1656,Los Angeles,Fog,4,Monday,14,2,0
1657,Los Angeles,Fog,3,Friday,13,3,0
1658,Chicago,Fog,2,Saturday,8,2,0
1659,New York,Clear,4,Thursday,20,1,0
1660,Houston,Fog,3,Monday,22,3,0
1661,Los Angeles,Thunderstorm,1,Saturday,14,4,0
1662,Chicago,Thunderstorm,2,Friday,6,0,0
1663,Los Angeles,Rain,1,Friday,3,0,0
1664,Houston,Clear,1,Friday,20,2,0
1665,Houston,Thunderstorm,3,Sunday,17,4,0
1666,Phoenix,Snow,1,Saturday,7,1,0
1667,New York,Clear,1,Wednesday,11,4,0
1668,Phoenix,Clear,2,Tuesday,14,2,0
1669,Chicago,Thunderstorm,3,Monday,14,2,1
1670,Los Angeles,Snow,1,Sunday,16,2,0
1671,Chicago,Rain,1,Tuesday,1,3,0
1672,Houston,Thunderstorm,1,Friday,11,1,0
1673,Phoenix,Snow,2,Tuesday,2,2,0
1674,Phoenix,Clear,1,Saturday,6,9,0
1675,Phoenix,Snow,2,Friday,5,1,0
1676,Chicago,Clear,1,Sunday,13,1,0
1677,Houston,Thunderstorm,1,Friday,22,1,0
1678,Los Angeles,Thunderstorm,4,Thursday,4,2,1
1679,Los Angeles,Fog,1,Thursday,3,1,0
1680,Chicago,Fog,2,Sunday,14,2,1
1681,Phoenix,Fog,1,Saturday,6,4,0
1682,New York,Thunderstorm,2,Saturday,2,1,0
1683,Chicago,Rain,2,Tuesday,12,1,0
1684,Chicago,Thunderstorm,1,Sunday,9,2,0
1685,Houston,Snow,1,Monday,22,2,0
1686,Los Angeles,Thunderstorm,1,Sunday,1,3,0
1687,Chicago,Thunderstorm,2,Tuesday,11,2,0
1688,Chicago,Clear,3,Saturday,23,1,0
1689,Phoenix,Clear,2,Monday,21,2,0
1690,Phoenix,Clear,2,Sunday,11,2,0
1691,New York,Thunderstorm,1,Tuesday,18,1,0
1692,Houston,Rain,1,Wednesday,18,4,0
1693,New York,Snow,1,Wednesday,20,3,0
1694,Phoenix,Snow,1,Monday,2,3,0
1695,Los Angeles,Rain,1,Thursday,5,2,0
1696,Phoenix,Rain,2,Monday,1,0,0
1697,Houston,Snow,2,Tuesday,23,2,0
1698,Phoenix,Fog,4,Friday,12,4,0
1699,Houston,Clear,1,Wednesday,8,1,0
1700,Houston,Clear,2,Friday,12,2,0
1701,Houston,Snow,3,Wednesday,22,0,0
1702,Houston,Rain,2,Tuesday,13,2,0
1703,Houston,Fog,1,Wednesday,18,4,0
1704,Los Angeles,Snow,1,Monday,10,2,0
1705,New York,Clear,1,Friday,13,2,0
1706,Chicago,Thunderstorm,1,Saturday,15,1,0
1707,New York,Rain,3,Friday,9,2,0
1708,Houston,Thunderstorm,1,Tuesday,19,3,0
1709,Los Angeles,Snow,1,Saturday,15,4,0
1710,Phoenix,Clear,3,Friday,1,6,0
1711,Los Angeles,Fog,3,Sunday,15,1,0
1712,Houston,Thunderstorm,2,Tuesday,13,0,0
1713,Los Angeles,Fog,2,Sunday,20,0,0
1714,Los Angeles,Clear,1,Thursday,17,1,0
1715,Houston,Thunderstorm,1,Monday,5,0,0
1716,Los Angeles,Fog,1,Wednesday,6,3,0
1717,Chicago,Fog,2,Sunday,12,2,0
1718,Chicago,Thunderstorm,4,Wednesday,1,1,0
1719,Los Angeles,Clear,1,Wednesday,14,1,0
1720,Phoenix,Fog,2,Thursday,16,1,0
1721,Houston,Snow,1,Monday,12,0,0
1722,Chicago,Thunderstorm,2,Friday,6,1,0
1723,Phoenix,Rain,1,Sunday,0,3,0
1724,Los Angeles,Rain,1,Friday,2,3,0
1725,Phoenix,Clear,3,Monday,19,1,0
1726,New York,Snow,2,Saturday,17,4,0
1727,Chicago,Fog,2,Monday,6,3,0
1728,Los Angeles,Rain,1,Wednesday,20,0,0
1729,Houston,Clear,1,Friday,16,2,0
1730,Los Angeles,Snow,1,Monday,11,3,0
1731,Houston,Snow,3,Friday,15,4,0
1732,Los Angeles,Clear,4,Monday,23,2,0
1733,Phoenix,Clear,2,Tuesday,9,3,0
1734,Phoenix,Fog,1,Sunday,22,0,0
1735,Phoenix,Clear,3,Wednesday,15,2,0
1736,New York,Fog,2,Monday,19,1,0
1737,Houston,Fog,2,Thursday,17,3,0
1738,Phoenix,Thunderstorm,1,Monday,14,1,0
1739,New York,Snow,3,Tuesday,22,4,0
1740,Houston,Snow,2,Thursday,10,1,0
1741,Los Angeles,Snow,3,Thursday,17,3,0
1742,New York,Thunderstorm,3,Monday,5,5,0
1743,Chicago,Fog,1,Tuesday,0,1,1
1744,New York,Fog,3,Thursday,22,1,0
1745,New York,Clear,3,Sunday,6,0,0
1746,Houston,Thunderstorm,1,Wednesday,11,0,0
1747,Los Angeles,Clear,1,Saturday,19,0,0
1748,Chicago,Thunderstorm,1,Wednesday,3,2,0
1749,Phoenix,Clear,2,Friday,9,1,0
1750,Phoenix,Rain,1,Friday,20,1,0
1751,New York,Snow,2,Tuesday,1,1,0
1752,Houston,Snow,1,Thursday,8,1,0
1753,Houston,Fog,3,Wednesday,9,6,0
1754,Phoenix,Rain,1,Wednesday,19,2,0
1755,Chicago,Snow,1,Saturday,10,3,0
1756,Los Angeles,Fog,2,Tuesday,13,3,0
1757,Chicago,Rain,2,Sunday,2,3,0
1758,Los Angeles,Snow,1,Thursday,0,4,0
1759,Phoenix,Clear,1,Tuesday,6,1,0
1760,Los Angeles,Thunderstorm,1,Monday,3,4,0
1761,Houston,Rain,3,Wednesday,6,2,0
1762,New York,Fog,3,Tuesday,15,2,0
1763,New York,Rain,2,Tuesday,9,3,0
1764,Phoenix,Fog,3,Saturday,14,0,0
1765,Houston,Rain,3,Sunday,15,0,0
1766,Chicago,Fog,1,Monday,5,4,0
1767,Houston,Snow,4,Friday,3,2,0
1768,New York,Clear,3,Wednesday,3,6,0
1769,New York,Snow,1,Saturday,23,1,0
1770,Houston,Clear,1,Sunday,22,0,0
1771,Houston,Snow,1,Sunday,3,3,0
1772,New York,Snow,1,Tuesday,21,2,0
1773,Chicago,Rain,3,Wednesday,21,5,0
1774,Phoenix,Thunderstorm,2,Friday,16,7,1
1775,Phoenix,Fog,3,Sunday,12,2,1
1776,Houston,Fog,3,Tuesday,1,1,0
1777,Phoenix,Fog,2,Sunday,19,3,0
1778,New York,Clear,2,Monday,5,3,0
1779,New York,Fog,1,Sunday,21,4,0
1780,Houston,Fog,1,Wednesday,0,2,0
1781,Houston,Rain,2,Sunday,7,1,0
1782,Houston,Snow,1,Sunday,17,4,1
1783,Chicago,Fog,1,Saturday,20,4,0
1784,Phoenix,Thunderstorm,3,Monday,3,2,0
1785,Houston,Fog,2,Friday,4,2,0
